tier,rank,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,puuid,region
MASTER,I,a1TlIMhyNfVmHyxYdV-imvG0ZkJKjDm5aBTcEwhsCSBRHmE,WO HAQ QAQ,0,32,32,False,False,True,False,nUp2HEariD1UHSFGLvTn6bXypvRqpGisYQFjLSexJ-PdC7VEAxGqXm4ubc_l_Z6u3Cqe92IhtLlE9w,br1
MASTER,I,xApOWx4p83WVhYKaA2kmZ8O-_E7CgXG6dD1MX5NZD85JnZY,LSHKJNGJHNRSM,1,21,12,False,False,True,True,4odq-VUw9gQg9ynSSKW5o7LWwhFlR32VERJa7OQVM2_DNMA0fvgHuvM7IDZdZhNPuCzMT2a687PLlA,br1
MASTER,I,wpkSddjnTMuJ6nuuXhNo9RyYOPWmibVufqccj-822Usppw,skyz aposentado,1,46,32,False,False,True,True,rJlX8ttUdHZAY1WcmDIqsWhRqdo9wheUTiT_1pfjJzSNVu0Vr-XWqFqEqxBtNYl2Wh2Hn6NcBTN9Fw,br1
MASTER,I,FK-VhpsaZIYiz56UbnXHMUFnnjtkCcwqbH6-BGWQm-yoDA,ouroboy,42,24,18,False,False,True,True,3NM31hQok2S-3kYLih50Wjg1zZbksVwJa2-PBrG-NqsIgaud4Op-IjVFNtZUMM6r6IRLW34CO704Gw,br1
MASTER,I,RnOumu2LS-DX_JxopqzUfm1NQ47jHe_wYBWBBuX0aNA0SPzejdJgYUBuJQ,itsNCLS,19,27,25,False,False,True,False,uYT2HqofjJv3fXatcuPvWldXc8qQLNvnoqmNYKusXtcF5rU8KYjRvTAgk5VsiVHC0kBxHezFnm0IRw,br1
MASTER,I,7j2agOdiYPtLm-Cec394whZlU0yFpty-K5EVXms0j1U86U0,Buenofin,1,24,14,False,False,True,True,bzU0cEqcZB2BRMx70o7NhbLvwSX7S9Kteji6j5v_tTSu3yGssLapoWMkmj5Fv4yPvXtDF0JYFWywxw,br1
MASTER,I,NLd94xBdgOEC42rJGixTPFat_MjE_YQE6n2BepJhfKIlqw,Igao1z,1,34,32,False,False,True,True,yYxDdS-5INw3XDEVaLeWQrbr8Mgw648IsaKGjN8sqAnwdaJKHnqACbw1zhBgkUAYcXCUPwKSGurFbA,br1
MASTER,I,wSngMglEWODey6lB_ynHE-lNc_KG2RKdprkKPJk88Ywaxw,WhattsappJunior,0,72,81,False,False,True,False,gCexC2TcILTb0Xm2WQRlPJHq-6z6LnBzaTzNWQD5O0wPhW3HTzjzYXsWKQHo418qfvA9JKTVb2on_g,br1
MASTER,I,phcPzVcKowm_T-hC0zKHEZ8TNvYHhZynyoUZIA-HW3FZhEf-773dD0-x2g,Yamada Tenza,21,22,19,False,False,True,False,B4wv6-AKrm9a91DLUBovptt16wZbqj_xwaFW8erDpDK32H03GWDBiRvBcqnlk9YnFcAXOiZx6vK3qw,br1
MASTER,I,WFiOpLIZU38QiGhB4vymr1EIpy68gX4EYAzK7gErIrm85to,Khanuduu,76,24,13,False,False,True,False,TDFFyG9ZVE-0dcdAod5DO0baO5TAXfuczvBQFfyLF8InW7fhNLGqos9p4ag9LcRGY44g3gelSpqAFg,br1
